1over,2over,3over,4over,5over,6over,7over,8over,9over,10over,11over,12over,13over,14over,15over,16over,17over,18over,19over,20over,21over,22over,23over,24over,25over,26over,27over,28over,29over,30over,31over,32over,33over,34over,35over,36over,37over,38over,39over,40over,result,year
0/1,8/1,16/1,17/1,22/1,32/1,38/2,49/2,57/2,63/2,68/2,76/2,85/2,91/3,95/3,99/3,101/5,106/5,118/5,122/6,2/1,8/1,10/2,11/3,16/3,19/3,27/3,32/3,41/3,45/3,52/3,56/3,64/3,71/3,79/3,97/3,105/3,115/4,119/5,123/5,chased,2020
0/1,8/1,13/1,24/1,37/1,49/1,55/1,62/1,68/2,82/2,97/2,105/2,116/2,131/2,139/2,144/3,153/4,162/4,164/4,173/5,11/0,23/0,34/0,48/0,62/0,70/0,78/0,84/0,91/1,100/1,109/1,120/1,125/2,130/2,138/2,144/2,151/2,158/2,170/3,177/3,chased,2020
0/2,1/2,4/3,12/3,13/3,22/3,26/3,35/3,42/3,50/3,52/4,58/4,63/4,72/4,76/5,83/6,92/6,95/6,102/7,109/8,1/1,4/1,5/2,10/2,14/2,19/3,24/3,28/4,32/4,38/4,44/4,53/4,53/6,54/6,57/6,60/6,62/7,66/8,67/9,68/10,defend,2026
0/3,7/3,11/3,11/4,15/4,20/4,25/5,29/5,33/5,35/5,37/5,42/5,46/5,48/5,49/5,57/5,65/5,74/5,78/6,84/6,3/0,6/0,8/1,10/1,12/1,20/1,24/1,29/2,33/2,42/2,45/3,50/3,53/3,56/3,65/3,68/3,70/5,72/5,75/7,79/9,defend,2023
1/0,14/0,22/1,27/1,32/1,41/1,45/1,52/1,58/2,60/3,70/3,82/3,87/3,92/4,100/4,108/4,125/4,133/5,145/5,159/6,6/0,9/0,13/1,18/1,34/1,47/1,55/1,57/2,66/2,70/2,81/2,89/2,103/2,107/3,125/3,138/3,149/3,158/4,160/4,160/4,chased,2026
1/0,7/0,12/1,23/1,27/1,29/2,30/4,32/5,33/6,37/6,39/6,42/6,48/6,57/6,59/7,65/8,69/8,75/9,80/9,80/10,5/0,11/0,16/1,25/1,30/1,36/2,40/2,41/2,49/2,59/2,61/2,67/2,73/3,81/3,81/3,81/3,81/3,81/3,81/3,81/3,chased,2026
1/0,5/0,15/0,21/0,29/1,37/1,47/2,51/2,54/2,57/2,66/2,70/3,73/3,82/3,91/4,95/5,105/5,108/5,115/5,122/5,21/0,23/0,32/0,44/0,55/0,58/0,59/1,59/1,71/1,73/3,76/3,79/4,83/5,92/5,96/5,98/6,100/7,110/7,119/7,124/7,chased,2026
1/0,14/0,15/0,19/0,29/1,41/1,52/1,60/1,63/2,74/2,81/2,85/3,90/3,97/3,110/3,112/4,121/4,129/4,150/4,160/5,1/1,7/1,14/2,22/2,34/2,41/2,45/2,53/2,59/2,63/3,72/3,77/3,83/4,85/5,95/5,102/6,109/7,115/8,120/9,121/10,defend,2026
1/0,9/0,12/0,20/0,25/0,38/0,42/1,54/1,58/1,63/2,66/3,82/3,86/4,98/4,102/4,113/4,122/5,130/5,140/7,143/9,9/0,12/0,13/1,19/2,21/3,21/4,22/5,24/5,26/6,26/7,30/8,37/8,39/8,42/9,45/10,45/10,45/10,45/10,45/10,45/10,defend,2026
1/0,5/2,9/3,9/3,13/3,18/4,22/4,23/5,28/5,34/5,37/5,51/5,57/5,63/5,67/5,72/5,77/5,88/5,93/5,102/6,5/1,6/2,8/2,12/2,18/2,22/2,28/2,35/2,42/2,47/2,64/3,68/3,81/3,89/3,92/3,100/3,105/3,105/3,105/3,105/3,chased,2026
1/0,11/0,11/0,18/1,20/1,24/3,30/3,33/4,35/4,39/4,45/4,50/4,54/4,55/6,55/7,57/7,64/7,68/7,78/7,81/7,4/0,9/0,11/0,18/1,27/2,37/2,46/2,51/2,60/2,64/2,69/2,73/2,82/2,82/2,82/2,82/2,82/2,82/2,82/2,82/2,chased,2026
1/0,10/1,15/1,15/1,21/1,27/1,34/1,37/1,41/1,42/2,54/2,59/3,60/3,62/4,65/5,66/6,67/7,72/7,77/7,80/10,2/0,3/0,7/0,13/0,19/2,23/2,26/2,28/2,31/2,35/3,42/4,44/4,48/5,51/5,54/5,56/5,59/7,63/9,67/9,71/9,defend,2026
1/0,3/0,5/0,6/2,10/2,16/2,16/3,16/3,17/3,20/3,24/3,28/3,29/4,31/4,33/5,35/6,42/6,45/6,47/6,54/6,3/1,5/1,10/2,13/3,23/3,30/3,32/4,39/4,48/4,54/5,55/5,55/5,55/5,55/5,55/5,55/5,55/5,55/5,55/5,55/5,chased,2026
1/0,2/1,2/1,7/2,9/2,18/2,23/3,27/3,31/4,39/4,40/5,41/6,49/6,49/6,63/6,71/6,73/8,80/8,84/8,91/8,5/0,14/1,20/1,26/1,30/1,32/1,39/1,45/2,53/2,59/4,62/5,64/5,67/6,69/8,79/8,86/8,87/8,89/9,92/9,92/9,chased,2026
1/0,7/1,18/1,23/2,27/3,36/3,41/3,47/3,61/3,66/3,69/4,78/5,83/6,89/7,94/7,100/7,103/10,103/10,103/10,103/10,10/0,16/0,23/0,24/1,35/1,37/2,46/2,53/2,62/2,82/2,102/2,104/2,104/2,104/2,104/2,104/2,104/2,104/2,104/2,104/2,chased,2026
1/0,11/0,19/0,29/0,43/0,49/0,52/0,54/0,66/0,71/0,76/0,78/1,83/2,86/2,88/2,94/2,101/2,113/2,123/3,127/4,1/0,7/0,14/1,24/2,31/2,37/3,47/4,51/4,55/4,64/4,72/4,74/4,77/4,78/5,81/5,90/5,99/5,112/5,121/5,126/5,defend,2026
1/0,3/1,11/1,13/1,19/1,25/3,28/4,29/5,34/5,38/5,41/5,45/5,52/6,53/7,62/7,64/7,69/7,75/8,81/8,86/10,6/0,16/0,21/0,26/1,34/1,39/1,47/1,53/2,66/2,71/2,74/3,81/3,87/3,87/3,87/3,87/3,87/3,87/3,87/3,87/3,chased,2026
1/0,5/0,9/1,13/2,17/2,17/2,23/2,29/2,32/3,36/3,37/4,44/4,50/4,53/5,60/5,67/5,73/5,75/6,84/7,91/8,2/0,5/1,9/2,9/2,11/2,12/2,20/2,29/2,34/2,37/2,40/2,42/5,50/5,52/6,53/7,59/8,64/9,65/10,65/10,65/10,defend,2026
1/0,1/0,4/0,5/1,11/1,15/1,19/1,22/3,31/3,47/3,52/3,61/3,67/4,74/5,77/6,79/7,82/7,85/8,85/10,85/10,20/1,21/1,22/1,24/1,29/1,40/1,44/1,48/2,53/3,58/3,62/4,66/5,69/7,72/7,75/7,80/7,84/7,93/7,97/8,102/9,unknown,2026
1/0,9/0,15/0,19/1,19/1,28/1,32/1,38/1,42/1,52/1,55/1,63/1,66/2,75/2,80/2,84/3,91/3,100/3,106/4,114/4,10/0,12/1,14/2,21/2,28/2,34/2,42/3,45/4,47/4,53/4,55/4,57/5,59/6,68/6,69/6,74/6,79/7,84/8,86/10,86/10,defend,2026
1/0,6/0,17/0,22/0,31/0,34/0,40/0,42/1,44/1,50/2,55/2,61/2,67/2,78/2,79/2,97/2,106/2,117/2,126/3,133/3,5/0,12/0,20/0,26/0,31/0,37/0,44/0,54/0,59/1,66/1,70/2,74/2,81/2,83/2,94/2,99/2,108/2,111/4,114/5,119/6,defend,2026
1/0,10/0,13/0,22/0,24/0,26/0,32/0,37/1,40/2,44/2,46/3,50/3,50/4,50/5,50/6,51/6,53/7,53/8,56/9,60/9,7/0,16/0,21/0,24/0,36/0,46/0,53/0,56/0,61/0,61/0,61/0,61/0,61/0,61/0,61/0,61/0,61/0,61/0,61/0,61/0,chased,2026
1/0,1/0,3/1,5/1,5/2,6/3,7/4,7/4,8/6,10/6,11/9,13/9,14/9,20/9,21/9,28/9,32/9,32/9,32/9,32/9,16/0,20/0,32/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,33/0,chased,2026
1/0,10/0,14/0,21/0,28/0,30/0,42/0,44/1,48/1,52/1,55/2,60/2,65/2,75/2,84/2,98/3,106/3,119/3,133/3,140/5,6/1,7/1,11/1,21/2,31/2,36/2,47/2,50/3,60/4,70/4,78/4,80/4,83/4,86/4,90/5,95/6,97/8,98/9,99/9,99/10,defend,2026
1/0,5/0,12/0,17/0,18/1,29/1,34/2,38/2,43/3,47/3,48/4,53/5,54/5,59/5,64/5,70/5,75/5,80/6,84/6,92/6,5/0,6/0,8/0,20/0,25/1,36/2,39/2,44/2,48/2,62/2,63/2,67/2,68/3,69/3,74/3,77/3,79/3,87/3,92/3,93/3,chased,2026
1/0,9/0,16/0,25/0,36/0,41/0,58/0,67/0,77/0,90/0,96/0,106/1,109/2,117/3,130/3,136/3,150/3,163/3,166/5,174/6,2/0,2/0,5/0,12/0,19/0,28/0,30/0,45/0,45/0,52/1,57/1,65/1,70/2,72/2,79/2,81/3,85/3,89/4,99/4,108/5,defend,2026
1/0,3/1,6/1,8/1,17/2,29/2,36/2,40/3,48/3,58/3,71/3,78/3,88/4,98/4,108/4,110/5,113/7,116/7,119/7,124/8,0/1,3/2,8/2,9/2,13/2,19/2,24/2,25/2,29/3,35/3,44/3,47/4,48/4,54/4,58/6,65/7,72/7,74/7,74/9,82/9,defend,2026
1/0,2/0,5/1,10/1,18/1,24/1,24/1,27/1,33/1,37/3,44/4,45/5,47/6,47/7,48/10,48/10,48/10,48/10,48/10,48/10,8/0,14/2,17/3,25/3,26/3,34/3,41/3,44/4,49/5,49/5,49/5,49/5,49/5,49/5,49/5,49/5,49/5,49/5,49/5,49/5,chased,2026
1/0,4/1,5/1,6/2,11/2,12/3,14/3,16/3,22/3,26/4,28/5,33/5,34/5,36/5,39/5,41/6,50/6,54/6,58/6,63/9,3/0,11/0,16/0,25/1,32/2,42/2,49/2,54/2,63/2,64/2,64/2,64/2,64/2,64/2,64/2,64/2,64/2,64/2,64/2,64/2,chased,2025
1/0,5/0,11/0,17/0,20/0,24/0,27/0,32/0,33/1,37/1,39/2,44/2,49/2,54/2,54/2,58/3,60/4,66/4,70/4,75/4,2/0,10/0,14/0,18/0,21/0,23/0,26/0,32/0,34/0,41/1,46/2,48/2,56/2,62/2,67/2,72/2,73/2,78/2,78/2,78/2,chased,2025
1/0,19/1,28/1,33/2,36/2,38/2,45/2,48/3,50/3,50/5,58/5,64/5,68/5,76/5,88/5,96/6,103/6,108/7,113/8,125/8,1/0,7/0,8/1,9/1,19/1,31/1,34/2,38/2,43/2,50/2,57/2,63/3,66/3,74/3,75/4,79/4,82/5,85/5,92/5,102/5,defend,2025
1/0,9/0,16/0,25/0,32/0,44/0,57/0,62/1,67/2,77/2,91/2,102/2,110/3,123/3,131/3,137/4,146/4,150/5,158/5,168/6,6/0,9/0,13/1,24/1,30/1,35/3,37/3,47/3,51/3,61/3,67/3,82/3,88/3,95/3,111/3,124/4,140/4,147/4,160/5,171/6,chased,2025
1/0,5/0,5/0,5/0,5/0,8/0,10/0,11/0,12/0,13/0,13/1,14/2,16/2,17/3,18/3,19/3,19/4,24/4,26/5,27/6,5/0,11/0,18/0,28/0,28/0,28/0,28/0,28/0,28/0,28/0,28/0,28/0,28/0,28/0,28/0,28/0,28/0,28/0,28/0,28/0,chased,2025
1/0,9/0,10/0,13/0,16/0,20/0,33/0,37/0,45/0,48/0,50/0,54/0,59/0,61/1,68/2,79/2,94/2,100/4,109/5,117/6,6/0,8/1,13/1,19/1,22/1,23/1,26/1,28/1,33/2,37/2,38/2,44/2,46/2,47/2,49/3,52/5,55/5,59/5,61/5,65/5,defend,2025
1/0,6/0,10/0,17/0,20/0,28/0,31/1,34/1,35/2,41/2,43/4,49/5,60/5,67/5,71/5,80/5,86/5,90/6,91/6,106/6,1/1,4/1,7/1,9/2,12/2,13/2,16/4,18/4,20/5,24/5,27/6,31/6,31/6,34/7,34/7,39/8,39/8,41/8,45/8,48/8,defend,2025
1/0,6/1,22/1,28/2,36/2,40/3,46/3,48/3,54/3,60/3,69/4,73/4,77/4,82/5,83/6,86/6,89/8,95/8,101/8,109/9,8/0,14/1,15/1,16/2,26/2,35/3,50/5,58/5,60/5,68/5,71/6,79/7,81/7,86/7,92/7,92/9,93/10,93/10,93/10,93/10,defend,2025
1/0,7/0,9/0,11/1,14/1,19/1,22/2,23/2,28/2,31/3,33/3,37/3,41/3,50/3,58/3,65/3,75/3,85/4,94/4,98/5,9/0,12/0,14/0,18/0,19/0,23/0,25/2,32/2,33/2,42/2,44/3,48/3,50/3,61/4,66/4,70/5,81/5,84/5,89/6,96/6,defend,2025
1/0,2/0,15/0,17/1,23/1,34/1,39/1,47/1,51/1,54/1,56/1,59/2,66/2,71/2,78/2,85/2,97/2,104/3,110/3,127/5,3/1,7/1,9/1,11/2,16/2,20/2,24/2,29/2,30/2,42/2,45/3,53/3,59/3,64/4,70/5,74/5,75/7,76/8,81/8,95/8,defend,2025
1/0,5/0,6/1,8/1,15/1,19/1,20/1,29/1,34/1,42/1,47/1,51/2,57/4,59/4,73/4,76/5,81/5,94/5,99/5,117/5,6/0,17/0,19/1,24/1,26/1,40/1,45/1,47/2,59/2,62/2,65/2,67/3,70/3,74/5,78/6,81/6,93/6,97/8,101/9,101/10,defend,2025
1/0,7/0,9/0,11/0,12/1,14/1,15/1,16/3,18/3,24/3,32/3,36/3,36/5,38/7,39/8,42/8,43/8,44/8,51/8,56/8,4/0,8/0,13/0,22/0,29/0,37/0,43/0,48/1,57/2,57/2,57/2,57/2,57/2,57/2,57/2,57/2,57/2,57/2,57/2,57/2,chased,2025
1/0,6/0,12/1,21/1,24/1,32/1,35/1,38/1,43/1,46/1,55/1,64/1,68/1,76/2,86/2,96/2,110/2,117/2,124/4,144/5,5/0,10/1,12/1,23/1,25/2,25/3,34/3,39/3,41/4,46/4,47/4,54/4,57/4,62/4,64/4,67/4,74/4,80/4,86/5,90/5,defend,2025
1/0,3/0,6/1,17/1,22/1,28/1,36/1,42/2,55/2,61/2,61/2,62/3,68/4,71/4,73/4,76/5,79/7,82/8,83/9,92/9,11/0,21/0,27/1,29/2,35/2,37/2,42/2,48/2,55/2,62/2,69/2,82/3,87/4,90/5,95/5,95/5,95/5,95/5,95/5,95/5,chased,2025
1/0,8/0,8/0,10/0,10/0,15/0,21/0,27/0,28/3,32/3,43/5,49/5,53/5,62/5,68/6,68/8,72/9,74/9,74/10,74/10,4/0,10/0,19/0,21/1,26/1,30/1,37/1,46/2,51/3,63/3,67/3,75/3,75/3,75/3,75/3,75/3,75/3,75/3,75/3,75/3,chased,2025
1/0,8/0,10/0,18/0,20/0,20/1,29/1,33/1,37/1,46/1,54/2,69/2,74/2,80/2,86/2,93/3,98/3,107/3,114/3,123/3,8/0,16/0,21/0,34/0,50/1,60/1,73/1,84/1,92/2,98/2,114/2,124/3,124/3,124/3,124/3,124/3,124/3,124/3,124/3,124/3,chased,2025
1/0,4/1,7/2,10/2,17/2,18/3,19/3,24/4,36/4,42/4,49/4,49/5,56/5,60/5,60/6,63/6,65/6,69/8,72/10,72/10,4/0,17/0,20/1,32/1,32/2,37/3,43/3,48/3,52/3,60/4,63/4,70/4,73/4,73/4,73/4,73/4,73/4,73/4,73/4,73/4,chased,2025
1/0,5/0,7/1,12/1,17/2,21/3,24/4,29/5,31/5,39/5,47/6,52/6,59/6,65/7,69/7,72/7,74/9,75/10,75/10,75/10,11/0,26/0,38/0,45/0,51/0,56/0,63/1,65/1,75/1,76/1,76/1,76/1,76/1,76/1,76/1,76/1,76/1,76/1,76/1,76/1,chased,2025
1/0,6/0,7/1,10/1,11/2,11/2,17/2,22/2,25/3,32/3,35/4,41/4,48/4,57/4,60/4,63/4,66/4,68/4,71/7,73/9,5/0,8/0,8/1,13/1,15/1,17/1,25/1,29/1,36/1,39/2,41/4,44/4,47/5,52/5,57/6,58/6,64/6,69/6,69/7,69/10,defend,2025
1/0,5/0,8/0,15/0,24/1,26/2,35/2,38/2,39/2,41/2,45/2,45/2,56/2,58/2,66/2,74/4,80/5,90/5,96/5,98/8,5/0,11/0,14/0,16/1,24/1,29/1,35/2,39/3,43/3,47/3,48/6,55/6,57/6,57/8,64/8,65/9,67/10,67/10,67/10,67/10,defend,2025
1/0,5/0,6/0,6/1,6/2,11/2,13/2,14/2,19/2,23/2,30/2,30/3,33/3,35/3,35/4,37/5,42/5,44/5,46/5,48/8,12/0,22/0,31/0,33/1,39/1,45/1,49/1,49/1,49/1,49/1,49/1,49/1,49/1,49/1,49/1,49/1,49/1,49/1,49/1,49/1,chased,2025
1/0,4/0,5/1,10/1,12/1,18/1,20/1,28/1,30/1,33/1,37/2,46/2,51/2,51/3,60/3,65/3,71/4,75/4,79/4,89/4,9/0,18/0,30/0,36/1,42/1,45/1,48/1,57/1,59/1,67/1,69/3,81/4,87/4,90/5,90/5,90/5,90/5,90/5,90/5,90/5,chased,2025
1/0,4/1,10/1,15/1,25/2,31/2,37/2,40/3,51/3,55/3,65/3,67/4,71/4,74/4,78/4,83/5,87/6,94/6,96/6,100/8,2/0,13/0,14/0,22/0,27/0,33/2,34/3,41/4,44/5,47/5,58/5,58/5,61/5,75/5,83/6,95/6,101/7,101/7,101/7,101/7,chased,2025
1/0,2/1,8/1,12/2,18/2,21/3,23/3,27/3,33/4,36/4,39/4,43/4,48/4,55/4,59/4,64/5,72/5,83/5,89/5,100/6,12/0,21/0,26/0,37/0,41/1,49/1,56/1,65/1,73/1,75/1,82/2,85/2,91/2,93/3,98/4,101/4,101/4,101/4,101/4,101/4,chased,2025
1/0,6/0,7/0,7/0,14/0,20/0,25/0,36/1,40/2,48/4,53/4,55/5,62/5,68/5,70/5,73/5,76/5,87/5,95/6,105/7,1/0,11/0,14/0,21/1,29/1,44/1,47/1,50/1,57/2,60/2,70/3,75/3,79/4,84/5,88/5,88/6,91/6,94/8,98/10,98/10,defend,2025
1/0,5/0,12/0,16/1,28/1,39/1,39/1,49/1,54/1,59/1,60/1,66/1,72/1,76/1,79/2,83/2,87/2,94/2,97/3,102/3,14/0,17/0,27/0,30/1,37/2,43/2,54/2,63/2,73/2,88/2,96/2,101/2,103/2,103/2,103/2,103/2,103/2,103/2,103/2,103/2,chased,2025
1/0,12/0,22/0,31/0,45/1,57/1,57/2,69/3,73/3,77/3,80/3,83/3,86/4,93/5,95/6,101/6,104/6,111/7,112/8,120/10,4/0,8/1,10/2,16/2,16/2,21/2,26/3,27/3,29/3,29/4,36/4,44/4,52/4,59/4,63/5,72/5,80/6,85/6,94/6,97/7,defend,2025
1/0,5/0,14/0,24/0,30/0,37/0,43/0,50/0,59/0,75/0,80/0,85/0,90/1,95/1,99/1,106/2,114/2,117/2,123/3,134/3,7/0,18/0,30/0,40/1,43/1,46/1,53/1,58/1,64/1,70/1,73/1,76/1,82/1,83/3,90/4,100/4,112/4,122/4,130/5,136/5,chased,2025
1/0,1/0,5/1,11/1,16/2,22/2,24/3,27/3,29/3,34/3,38/3,40/3,45/4,50/6,54/6,56/7,59/7,60/8,67/10,67/10,6/0,14/0,15/1,16/1,21/1,27/1,39/1,45/2,55/2,58/2,62/3,68/3,68/3,68/3,68/3,68/3,68/3,68/3,68/3,68/3,chased,2025
1/0,8/0,8/0,12/0,12/1,16/1,21/1,25/1,26/2,28/3,31/3,35/3,40/3,48/3,53/3,56/3,74/3,81/3,99/4,109/4,2/0,8/0,17/0,22/1,24/1,27/1,33/1,36/1,36/2,43/2,45/2,55/2,63/2,71/2,75/2,85/3,98/3,103/3,110/3,110/3,chased,2025
1/0,6/0,17/0,25/1,32/1,40/1,46/1,48/1,55/1,61/1,71/1,79/1,91/1,95/2,102/4,106/4,120/4,130/4,139/5,153/5,10/0,24/0,28/0,38/0,43/0,50/0,58/0,58/2,63/2,68/3,77/3,85/3,98/3,109/3,119/3,125/4,131/4,133/6,138/7,148/8,defend,2025
1/0,9/0,10/0,11/0,19/0,19/0,25/1,25/1,26/2,30/2,35/2,39/2,40/2,43/3,46/3,49/4,57/4,61/6,63/9,65/10,15/0,23/0,40/0,52/0,54/0,66/0,66/0,66/0,66/0,66/0,66/0,66/0,66/0,66/0,66/0,66/0,66/0,66/0,66/0,66/0,chased,2025
1/0,6/0,10/1,17/1,23/1,34/1,44/1,54/1,57/1,60/2,63/2,66/2,71/2,75/2,77/3,81/3,85/3,92/3,99/3,108/3,6/0,13/0,20/0,33/0,50/0,60/0,69/0,73/0,82/0,87/0,90/1,101/2,109/3,109/3,109/3,109/3,109/3,109/3,109/3,109/3,chased,2025
1/0,3/0,4/1,10/1,14/1,16/1,18/3,25/3,37/3,42/3,46/3,50/3,58/3,63/3,68/3,72/4,78/4,82/5,87/5,96/7,3/0,5/0,14/0,20/0,34/0,41/0,56/0,63/0,72/0,80/0,87/0,95/1,97/1,97/1,97/1,97/1,97/1,97/1,97/1,97/1,chased,2025
1/0,3/0,4/0,6/1,6/1,9/1,12/1,15/2,15/4,19/4,23/4,24/8,26/10,26/10,26/10,26/10,26/10,26/10,26/10,26/10,9/0,14/1,23/1,27/1,27/1,27/1,27/1,27/1,27/1,27/1,27/1,27/1,27/1,27/1,27/1,27/1,27/1,27/1,27/1,27/1,chased,2025
1/0,12/0,21/0,32/0,43/0,52/0,60/0,68/0,76/0,83/0,87/0,102/0,106/0,117/0,132/0,146/1,156/1,167/2,176/2,191/3,2/0,7/0,17/0,22/0,35/0,43/1,48/1,50/2,56/2,62/2,68/2,72/2,76/2,89/2,97/3,103/3,109/4,118/5,126/5,134/5,defend,2024
1/0,8/0,13/0,24/0,31/0,43/0,44/0,52/0,61/0,75/0,82/0,94/1,95/1,101/1,107/1,117/1,133/1,155/1,161/2,172/3,8/0,16/0,24/0,27/0,34/1,35/1,48/1,51/1,58/1,67/1,70/1,77/1,90/2,92/4,109/4,113/5,116/5,122/5,126/7,130/8,defend,2024
1/0,9/0,14/0,22/1,26/1,26/2,30/2,38/3,51/3,54/3,63/3,78/3,84/3,87/3,90/4,102/4,106/6,109/6,114/7,124/8,0/2,2/2,2/3,2/3,3/3,3/4,5/4,9/4,10/4,14/4,16/4,18/4,18/7,20/8,25/8,26/8,29/9,30/9,30/10,30/10,defend,2024
1/0,7/0,10/1,11/1,11/1,12/1,13/1,14/1,18/1,23/1,26/1,29/1,29/2,40/2,44/2,49/2,52/3,59/3,62/3,65/4,4/0,10/0,15/1,18/2,20/2,21/2,33/2,35/2,39/2,45/2,54/2,66/2,66/2,66/2,66/2,66/2,66/2,66/2,66/2,66/2,chased,2024
1/0,25/0,29/0,36/0,45/0,57/0,63/0,72/0,83/0,87/0,95/0,101/0,104/0,110/1,117/1,130/1,139/1,146/2,151/3,160/3,4/1,13/1,20/1,22/1,23/2,24/3,25/3,27/4,32/4,35/4,39/4,44/5,45/5,52/5,54/5,55/5,63/5,70/6,81/6,88/6,defend,2024
1/0,8/0,9/1,11/1,13/1,21/1,23/1,26/2,28/2,36/2,38/3,40/3,45/4,50/4,55/4,59/4,59/6,64/7,68/8,72/10,4/0,8/0,14/0,17/0,20/0,26/0,29/0,32/0,35/0,37/1,40/2,41/3,46/3,49/4,50/4,55/4,57/5,63/5,69/6,75/6,chased,2024
1/0,12/0,13/0,18/1,23/2,32/2,39/2,45/2,55/2,59/2,61/2,65/2,69/2,72/2,79/2,86/2,94/3,96/4,100/6,103/8,8/0,12/0,18/0,24/0,31/0,41/1,49/1,56/2,68/2,73/2,75/3,78/3,81/4,82/5,86/6,91/7,96/7,99/8,107/9,107/9,chased,2024
1/0,9/0,14/2,14/2,17/2,23/3,30/3,38/3,42/3,53/3,55/3,60/3,65/3,70/3,74/4,84/4,93/4,96/5,99/7,105/9,8/0,11/0,19/0,22/0,27/1,36/1,48/1,52/1,62/1,65/2,69/2,77/2,85/2,91/2,97/2,106/2,106/2,106/2,106/2,106/2,chased,2024
1/0,4/0,11/0,18/1,24/1,30/1,43/1,49/1,57/1,63/1,72/1,88/1,95/1,102/1,106/1,109/2,113/3,121/3,126/3,132/5,6/0,20/0,31/0,39/0,42/0,49/0,53/0,59/0,64/1,69/1,72/1,76/1,87/1,92/2,100/2,113/2,117/3,119/5,121/7,130/8,defend,2024
1/0,11/0,20/0,25/0,34/0,45/0,49/1,52/1,54/1,62/1,75/1,82/1,91/1,96/1,105/1,113/1,119/2,130/3,132/5,146/6,5/0,12/0,26/0,28/1,31/1,46/1,50/2,59/2,68/2,79/3,87/3,99/3,108/3,112/3,124/3,127/3,136/3,137/4,144/5,148/5,chased,2024
1/0,2/0,7/0,7/0,8/1,8/1,14/2,17/2,19/2,25/2,35/2,41/2,52/2,62/2,69/2,73/2,78/4,85/6,90/6,101/6,11/0,18/0,25/0,29/1,38/1,49/1,52/1,62/1,72/1,78/2,88/2,93/2,101/2,105/2,105/2,105/2,105/2,105/2,105/2,105/2,chased,2024
1/0,2/2,3/4,5/4,15/4,17/4,18/4,20/5,22/6,22/7,28/7,29/7,30/8,30/8,30/9,31/9,32/10,32/10,32/10,32/10,3/0,7/1,15/3,19/3,19/3,30/3,34/3,34/3,34/3,34/3,34/3,34/3,34/3,34/3,34/3,34/3,34/3,34/3,34/3,34/3,chased,2024
1/0,2/1,2/1,4/1,5/1,10/1,11/1,13/1,16/1,18/3,25/3,30/3,38/3,44/3,45/4,50/4,53/4,57/4,65/4,70/5,5/0,11/0,13/0,14/0,17/0,22/0,30/1,32/1,44/1,49/1,52/1,59/1,62/1,64/2,72/2,72/2,72/2,72/2,72/2,72/2,chased,2024
1/0,13/0,17/0,24/0,29/1,34/1,42/1,48/1,59/1,73/1,81/1,94/2,96/3,101/3,108/3,112/4,118/4,127/4,135/5,145/6,7/0,22/0,31/0,38/0,44/0,50/0,59/0,73/0,79/0,83/1,99/1,111/1,113/2,117/2,131/2,136/3,149/3,149/3,149/3,149/3,chased,2024
1/0,5/0,6/0,14/0,16/1,20/2,23/3,29/4,34/6,42/6,48/6,56/6,58/6,68/6,76/6,81/7,93/7,101/8,103/8,118/8,9/0,10/0,12/1,21/1,24/1,26/1,28/2,29/4,31/5,32/7,32/7,32/9,32/10,32/10,32/10,32/10,32/10,32/10,32/10,32/10,defend,2024
1/0,6/0,13/1,19/1,23/1,26/1,31/1,34/1,35/2,37/2,44/2,51/2,59/2,63/2,67/2,76/3,82/3,89/3,90/4,95/5,2/2,3/2,5/2,8/2,14/2,14/3,16/3,21/3,30/5,35/5,37/6,40/7,40/7,41/8,43/8,43/10,43/10,43/10,43/10,43/10,defend,2024
1/0,6/0,17/0,22/0,26/1,29/1,41/1,50/1,56/1,60/1,62/2,78/2,88/2,98/2,118/2,129/2,132/3,145/3,146/5,151/6,8/0,13/0,19/0,21/0,23/0,23/1,25/2,35/2,41/2,43/2,55/2,56/2,61/2,65/2,71/2,72/3,85/3,91/4,97/4,107/4,defend,2024
1/0,7/0,12/0,13/0,18/1,21/1,23/2,26/2,29/4,36/5,39/6,43/6,45/6,51/7,58/7,60/9,63/9,71/9,76/9,80/9,1/0,8/1,15/1,19/1,31/1,32/2,33/2,37/3,40/3,40/3,46/3,48/4,60/4,67/4,71/4,74/4,81/4,81/4,81/4,81/4,chased,2024
1/0,6/0,8/2,9/3,14/3,23/3,28/3,32/3,42/4,46/4,55/4,58/5,62/5,62/5,63/6,64/7,67/7,71/8,73/9,75/10,6/0,14/0,15/0,25/0,30/0,39/1,43/3,47/3,52/3,58/4,68/4,73/4,76/4,76/4,76/4,76/4,76/4,76/4,76/4,76/4,chased,2024
1/0,2/0,4/0,8/0,12/1,16/1,27/1,33/1,37/1,40/1,43/2,44/2,52/2,57/2,62/2,64/2,67/2,69/3,81/3,90/3,7/1,21/1,35/1,48/1,57/2,59/3,75/3,82/3,91/3,91/3,91/3,91/3,91/3,91/3,91/3,91/3,91/3,91/3,91/3,91/3,chased,2024
